sampleID	P167_261-Asymptomatic-0-216-0-pro	P168_262-Asymptomatic-0-217-0-pro	P166_260-Asymptomatic-0-215-0-pro	P175_269-Asymptomatic-0-224-0-pro	P164_258-Asymptomatic-0-213-0-pro	P161_255-Asymptomatic-0-210-0-pro	P162_256-Asymptomatic-0-211-0-pro	P169_263-Asymptomatic-0-218-0-pro	P170_264-Asymptomatic-0-219-0-pro	P060_147-Mild-0-133-0-pro	P047_142-Mild-0-132-0-pro	P040_145-Mild-0-131-0-pro	P033_150-Mild-0-130-0-pro	P088_144-Severe-0-136-0-pro	P066_153-Mild-0-135-0-pro	P061_149-Mild-0-134-0-pro	P005_164-Asymptomatic-0-139-0-pro	P001_158-Asymptomatic-0-138-0-pro	P109_034-Severe-1-24-0-pro	P119_036-Severe-1-26-1-pro	P073_029-Death-1-27-1-pro	P080_027-Death-0-21-1-pro	P094_031-Severe-0-23-0-pro	P076_025-Death-0-28-1-pro	P057_188-Mild-0-163-0-pro	P178_272-Asymptomatic-0-227-0-pro	P027_148-Mild-0-120-0-pro	P029_099-Mild-0-121-0-pro	P039_140-Mild-0-122-0-pro	P063_154-Mild-0-123-0-pro	P081_139-Death-6-124-6-pro	P118_138-Severe-3-126-3-pro	P004_146-Mild-0-127-0-pro	P016_143-Mild-0-128-0-pro	P031_151-Mild-0-129-0-pro	P050_069-Mild-0-59-0-pro	P014_121-Mild-0-58-0-pro	P097_063-Severe-1-57-1-pro	P104_055-Severe-0-51-1-pro	P018_065-Mild-0-53-0-pro	P084_052-Critical-1-52-1-pro	P150_244-Asymptomatic-0-199-0-pro	P149_243-Asymptomatic-0-198-0-pro	P146_240-Asymptomatic-0-195-0-pro	P145_239-Asymptomatic-0-194-0-pro	P147_241-Asymptomatic-0-196-0-pro	P141_235-Asymptomatic-0-190-0-pro	P144_238-Asymptomatic-0-193-0-pro	P143_237-Asymptomatic-0-192-0-pro	P070_102-Mild-0-115-0-pro	P115_024-Severe-1-114-0-pro	P086_136-Critical-2-116-2-pro	P013_129-Mild-0-110-0-pro	P127_221-Asymptomatic-0-176-0-pro	P156_250-Asymptomatic-0-205-0-pro	P102_087-Severe-3-80-2-pro	P095_092-Severe-2-84-2-pro	P194_288-Asymptomatic-0-240-0-pro	P108_120-Severe-3-100-2-pro	P090_125-Severe-3-105-2-pro	P096_040-Severe-0-38-1-pro	P025_041-Mild-0-32-0-pro	P117_026-Severe-1-31-0-pro	P111_035-Severe-1-30-1-pro	P093_039-Severe-1-37-1-pro	P067_067-Mild-0-60-0-pro	P082_071-Death-5-63-5-pro	P020_072-Mild-0-64-0-pro	P130_224-Asymptomatic-0-179-0-pro	P129_223-Asymptomatic-0-178-0-pro	P074_075-Death-4-69-4-pro	P126_220-Asymptomatic-0-175-0-pro	P125_219-Asymptomatic-0-174-0-pro	P124_218-Asymptomatic-0-173-0-pro	P123_217-Asymptomatic-0-172-0-pro	P122_216-Asymptomatic-0-171-0-pro	P087_214-Critical-7-170-7-pro	P154_248-Asymptomatic-0-203-0-pro	P134_228-Asymptomatic-0-183-0-pro	P131_225-Asymptomatic-0-180-0-pro	P049_006-Mild-0-2-0-pro	P072_007-Death-2-6-1-pro	P139_233-Asymptomatic-0-188-0-pro	P140_234-Asymptomatic-0-189-0-pro	P153_247-Asymptomatic-0-202-0-pro	P136_230-Asymptomatic-0-185-0-pro	P180_274-Asymptomatic-0-229-0-pro	P179_273-Asymptomatic-0-228-0-pro	P085_213-Critical-6-164-6-pro	P177_271-Asymptomatic-0-226-0-pro	P098_108-Severe-2-92-0-pro	P062_068-Mild-0-95-0-pro	P010_168-Mild-0-162-0-pro	P112_113-Severe-2-96-0-pro	P171_265-Asymptomatic-0-220-0-pro	P092_020-Severe-0-17-0-pro	P091_021-Severe-0-16-0-pro	P099_019-Severe-0-18-0-pro	P077_107-Death-5-89-5-pro	P113_199-Severe-2-151-0-pro	P071_202-Mild-0-153-0-pro	P003_200-Mild-0-152-0-pro	P107_204-Severe-2-154-2-pro	P045_171-Mild-0-159-0-pro	P034_178-Mild-0-158-0-pro	P189_283-Asymptomatic-0-238-0-pro	P190_284-Asymptomatic-0-239-0-pro	P185_279-Asymptomatic-0-234-0-pro	P186_280-Asymptomatic-0-235-0-pro	P187_281-Asymptomatic-0-236-0-pro	P188_282-Asymptomatic-0-237-0-pro	P181_275-Asymptomatic-0-230-0-pro	P182_276-Asymptomatic-0-231-0-pro	P183_277-Asymptomatic-0-232-0-pro	P184_278-Asymptomatic-0-233-0-pro	P075_053-Death-3-48-3-pro	P105_047-Severe-1-46-1-pro	P078_030-Death-2-42-0-pro	P079_045-Death-0-43-0-pro	P028_004-Mild-0-1-0-pro	P042_167-Mild-0-146-0-pro	P051_160-Mild-0-147-0-pro	P056_176-Mild-0-144-0-pro	P032_170-Mild-0-145-0-pro	P030_141-Mild-0-142-0-pro	P055_174-Mild-0-143-0-pro	P015_163-Mild-0-140-0-pro	P026_169-Mild-0-141-0-pro	P160_254-Asymptomatic-0-209-0-pro	P159_253-Asymptomatic-0-208-0-pro	P083_083-Death-3-75-3-pro	P110_079-Severe-0-73-0-pro	P103_080-Severe-0-72-1-pro	P100_093-Severe-0-79-1-pro	P019_095-Mild-0-78-0-pro
SOD2	17146.65643	1629.873962	2574.083575	1858.644282	1376.029629	145.634069	176.9578399	1245.257133	13556.60841	876.2328432	1927.260056	4917.006647	1834.512208	3361.045552	1078.069902	3886.225578	4019.317723	4408.837445	6075.922741	11890.71535	29503.11061	18200.85874	8450.470302	27708.615	2938.26968	52.77446511	4339.708337	5929.822273	1152.558833	3249.929371	11006.30627	3966.683735	8008.892557	7744.158257	3879.015297	13757.17818	6970.866774	5175.512981	10408.69399	5716.818728	4108.263066	1518.541741	1576.272829	857.39129	1158.716497	1548.133619	7.576758517	858.3214646	2203.744281	12785.86823	8950.255427	12958.2618	1087.433174	1176.851939	1272.557306	6584.979711	2042.366438	1290.62372	6320.121727	14378.18927	6443.192264	6811.639886	14018.00273	7256.346637	11465.24163	3380.407886	5805.260333	5254.940195	1565.306401	1753.708222	24016.2843	5060.02778	2508.371365	1173.248288	1547.295552	13834.57122	14597.26353	1021.420288	1152.042049	1737.135396	3699.364753	28865.01491	2234.81707	1515.109775	989.8301968	1756.064572	1564.163686	1117.240452	3952.538281	1091.875357	1947.869446	30444.68087	6477.157365	7697.157645	1075.936224	9795.289251	5889.691611	2394.642625	9249.744114	8485.625244	1141.155524	12264.36748	1007.644895	4380.087879	28895.68119	995.17181	6844.372622	2581.757031	1648.157283	4559.421749	1003.126533	3476.018705	3019.691433	1608.056018	980.5833309	1845.91526	13634.42066	186882.7742	9476.353949	5025.237687	8627.501535	6514.1926	1339.349331	1026.093299	8037.83563	8936.803638	2560.754637	21923.08748	5876.755698	487.0117201	17531.13304	19387.52176	6324.055572	4445.922178	7054.561819
SPARC	10.61997424	125.6835481	168.491516	1525.262893	34.1866385	107.2731727	1376.568752	35.38832484	1888.480367	70.31367262	434.8927735	210.0293263	620.4319102	604.3516596	669.6720539	64.24646118	2324.720715	458.4517995	1161.079152	363.5745481	217.9944256	153.4867507	559.2413087	858.6052399	51.00741178	2697.098957	133.7223173	60.58119194	246.2151287	544.4903379	226.0142116	793.4406403	506.4292689	392.2206737	213.9072422	336.0130855	133.4718158	442.9978983	2010.764851	498.3425045	137.4960497	3234.224029	4.19004559	1970.261996	58.59860129	7656.741628	15.42919355	219.6110066	311.3164509	175.2751932	379.9154837	520.9177237	498.3524206	1897.316032	6.382744014	515.4708612	412.3060587	2236.896252	432.8955576	418.3151128	1183.002158	95.50391506	435.8895866	457.1806359	1825.224387	89.67881467	701.2579052	55.78666863	940.0112185	23.48612693	431.0876081	7173.168176	165.5856491	277.0961715	2010.064276	121.0959017	611.465001	177.3806896	644.1667756	1703.066507	646.684139	349.2337968	28.13501493	255.229412	90.02235727	2299.085255	1225.847357	1642.134214	4465.923831	109.076468	128.0715442	581.4778204	202.8505994	120.0149107	155.952165	2114.31923	1342.891853	373.7194188	641.8706909	259.6092267	35.2768478	981.3300633	173.8913877	346.9232765	529.672099	247.1252254	144.7628962	361.6331632	373.0112963	182.828249	385.8585941	2169.221621	250.4841738	51.6090216	238.4098929	548.5301696	360.573941	9805.651617	141.9987616	500.20295	323.2725468	47.2971977	216.9903239	290.3957253	395.2506823	252.6132639	68.68508914	1761.630553	190.4320152	751.3819135	35.52546358	395.2686328	406.845822	2052.556899	730.5528309
SPINK1	0.648463184	241.0645912	466.4748809	37.09793331	80.42583518	358.2936237	110.0774251	146.7093681	57.04595633	319.2961588	222.5990774	161.52878	354.4421132	627.2912003	441.585086	200.3274144	200.9710845	187.1839813	362.773136	1006.025982	14847.75284	17015.34037	545.2091608	2943.194377	191.2052397	78.25582878	569.3873921	192.5913876	252.5091102	92.06502282	94.88341963	636.2242933	0.014291848	145.4070016	302.8186312	135.5263162	300.0340749	1829.495308	623.0760565	141.4380362	1742.670743	225.8103247	0.490761622	36.37667723	68.71562752	13.62763433	507.6497747	254.7885478	830.1946335	102.9460091	444.6815254	27682.0002	441.0378562	661.3296929	542.1030911	5930.183656	1406.146583	373.4373307	276.6397114	660.8835024	1612.357114	51.61686663	342.3472149	607.8342262	212.4865911	159.0853015	155136.8739	47.94317887	311.5009614	19.85912608	1700.757493	270.2798059	2379.274266	101.0584133	572.6052469	539.7508085	309875.2898	820.6104277	511.7246774	862.5900808	3918.507003	13908.73883	702.5583285	789.2471217	1150.335181	59.18625304	779.9784932	28.13565494	86123.68324	132.27338	278.2497539	454.8419812	179.8801238	5412.574379	229.5310092	532.6606241	664.7242205	2.631894452	1020.570271	699.8254281	811.5043162	1577.219416	1663.828962	1911.77078	720.2827835	49.59845425	113.6848062	786.9608202	131.3652345	42.03428225	684.9347046	105.8776754	177.176669	610.6663181	71.24476609	1160.885034	3363.096452	42425.26292	859.5231948	1162.953187	1027.533961	35.12229872	228.5252838	30.8522322	137.9365737	608.2760673	64.3983424	332.6488825	178.8833907	189.647412	1316.013816	145.5179928	819.6781895	527.0983333	180.0177548
SPINK5	6192.912857	7997.204141	2831.387141	14205.38203	4278.646786	2554.293019	6391.207447	8342.684431	11294.40821	17536.0453	9754.738277	2808.346317	2552.35104	4607.194597	11345.51518	20398.42213	5551.968857	13093.33834	291.659214	1762.347405	3021.605752	4954.627599	5060.660334	2683.008872	7938.537985	130.2782727	6738.61282	8456.253671	5461.360251	12881.53394	5197.562838	7266.827426	5439.237628	5861.28397	355.323786	13829.47491	4025.776766	3403.668884	3680.782508	15557.6274	3608.695927	5271.498859	8847.999263	1720.708762	5281.484578	2631.177535	0.778282757	5581.179263	2582.225127	2520.294047	2532.189852	41207.8322	7884.271871	1413.252555	30.43978175	6580.09045	3015.268876	8705.159099	2312.55381	3141.716617	1662.267107	3494.574238	311.9944089	363.0382772	7630.448487	10294.5122	10155.75714	2032.052457	2576.588176	1822.779607	4872.854331	4944.825278	2722.794962	4365.734497	2513.703651	4980.767663	94027.90606	2523.67924	8678.949415	2929.374747	6369.786976	8128.381048	8083.538201	2558.714188	2542.032288	5139.36528	168.2201261	6169.027021	13662.11471	2011.23679	11216.93161	11295.99144	17734.20946	15438.30452	3961.613141	2543.267946	2814.833397	3557.566798	7542.590467	5059.822394	6469.327843	6532.09578	2542.566901	4887.033199	19787.66322	146.2580876	5106.552634	7330.052977	7081.67819	7112.332076	191.4699179	3819.283347	4749.096348	3767.135288	2644.372773	2771.440021	4862.027035	9020.35433	493.479744	9476.133381	5021.27617	6588.497078	13555.5174	8513.496297	9370.609799	10611.21282	2521.473731	13127.41879	310.8039335	12250.25186	1652.688014	8100.764097	3386.220982	4128.846676	6351.171931
SPP1	3000.638258	107.0814365	829.9345918	1334.593836	76.69162976	461.9817296	792.3407618	4750.894089	3043.777444	4058.394289	1224.008804	5256.738888	597.5811846	543.154381	1305.432277	2186.20495	594.0197844	2299.033256	121.8082166	938.193317	89091.26571	52687.14884	1223.78955	472456.1338	396.5787917	431.7733044	1913.855975	1041.999428	1652.780657	1312.014192	6485.559079	1275.573619	1246.788234	1429.991999	738.9918109	1052.580655	489.2426184	1270.320493	857.5495531	4619.23779	1449.195323	2822.26478	7295.916839	589.6676267	8155.08105	11005.04886	919.8471017	8999.547009	599.50619	7283.122673	1161.213062	224439.8923	1134.217087	2435.867544	1525.433645	1936.425618	29.69239568	3616.097244	6125.634065	233.4127244	1310.285762	1572.947322	2308.047932	1121.244202	1383.126773	1661.411983	31108.3184	776.1425233	1156.004782	24.92447554	33435.10506	2434.284747	2150.976161	1656.456486	2198.149905	2429.389234	1095192.211	40.45685852	1379.633739	1444.583558	4306.739747	10667.20535	1411.355459	636.9704615	1635.476212	1406.229111	6760.88513	2053.651351	160542.2648	1613.630966	12033.30476	1259.993041	1471.916341	1417.469591	144.4681416	1631.179224	2309.441585	1494.996737	61125.85756	77.50870661	368.9881958	1173.525723	1124.53649	601.4147808	2136.308347	230.5300059	93.87563068	706.9864047	774.8623462	530.439217	694.5803782	946.813333	1057.685863	1113.458645	1022.422452	8905.642171	1232.705177	280747.9125	1514.382018	1613.828626	2168.967484	1361.443541	10688.2835	1342.243413	1012.210635	113.114844	918.2891052	222.7466179	977.773647	10172.97074	6536.935786	1276.684608	922.431594	92.03036099	2526.272622
SPP2	1414.204677	11109.90831	98.79793243	6441.798462	5315.197852	5733.713289	52.18684289	5268.857843	8142.52828	124.0386583	12375.7453	4498.224842	10499.55716	10476.93637	2449.749384	13550.68357	3269.462136	96.05467055	221.7768484	4216.783802	3809.388096	2750.16429	4090.528054	4341.116035	5715.663986	9548.470027	234.9439773	6359.649231	243.4968307	3095.580282	5024.280203	5158.557635	0.008978738	2354.924056	8448.074313	2375.522967	98.63356313	4660.342821	8213.151699	121.7533393	4564.138671	8817.960933	10968.36032	11259.07956	12761.49386	6735.111993	11513.6132	6738.394975	14536.57982	15242.84976	14366.5436	4469.645697	3091.190242	9813.703984	11257.04097	15931.20895	7387.92779	8224.265478	5407.210179	2816.54612	2753.470144	395.7899717	9427.076956	2804.373419	2993.040365	8083.10487	2961.27211	2334.572376	7845.289772	16008.3282	113.2122675	19819.45773	10313.1964	7658.239587	14940.09043	5423.489605	310.9272897	9618.878171	2665.140971	3393.656594	6776.058055	168.4583203	20142.07159	21495.34373	8054.89976	12044.61409	4302.387728	7940.659621	328.3699789	7832.973922	14707.13213	4416.478981	299.4834362	12405.92786	14911.0661	4434.724171	5399.839795	7279.94694	74.90620091	414.757633	18432.73807	8968.978954	10191.36702	10926.13036	4393.434043	9832.744635	16141.1292	24718.55281	10772.64316	5204.292379	11854.60145	15279.89829	15588.79184	19839.28291	6114.491079	60.09132583	1787.656893	400.7957057	151.6493742	7011.351996	4768.515099	3136.7027	4412.265501	2718.446556	6059.655368	11364.61886	21606.67836	2457.766715	3696.699351	2633.596686	2498.21987	3409.701335	6002.531067	2420.999674	339.708317
SPTA1	3.7912287	2013.523717	23531.86216	494.5168018	117.8139367	32390.02048	14094.27082	22358.84076	44.16978434	356.8342531	260.0889095	111734.4732	68.55860827	22045.14476	154.8730613	155.0546978	13300.3511	283.719629	27415.79008	22543.45564	17398.59998	558.9262877	11869.86141	237.0218145	66.50776861	39087.66327	10103.05566	119.1283224	22148.02784	168.4615554	168.6746921	17765.80868	20390.96893	159.4527909	32702.56418	334.7479083	8017.409398	17377.05452	110929.0814	224.8251338	73349.16642	128991.9787	0.244346611	25008.77237	26.6981835	140.7300111	25142.28846	632.7642841	21360.3351	321.2874596	105062.4568	24224.26429	12455.83588	26546.63171	17785.68242	12669.45285	72225.42562	1245.077362	21132.19563	14013.0132	14849.28731	270.1717345	222.9343008	50295.64483	8111.430784	775.7194773	1921.626398	251.159958	78.17222018	28443.32393	55.64917996	26410.47686	19892.5458	1079.426032	23841.76927	279.1864633	20343.74933	175.3983582	106.7748227	9048.570771	22042.87587	13025.70763	14364.7628	29475.73382	411.7663774	296.3829904	169.8915701	224.9952405	6008.393562	415.9831563	23222.84154	350.7888907	82.40671437	27396.83925	50604.22144	18357.33077	19627.24485	13344.61617	1596.044458	33066.84294	13770.31775	3936.611183	31404.93515	68591.39848	104.3493997	648.340404	8600.742993	12021.0172	817.041576	153.4905206	38293.7318	13838.59359	7200.328137	6457.843349	55.22656301	66.94844061	34138.8836	7599.144785	13243.31642	228.8149816	87470.23868	8498.184675	146.210441	411.28694	58.40857972	12994.29173	215.5524862	5781.516228	166.685104	188.4630357	10516.24225	88467.78305	20654.12998	42330.5414	513.1112545
SRGN	3542.869868	2896.833439	8228.318824	2010.880522	236.3589473	2307.002433	310.9697319	2451.920114	2562.194266	235.6602768	931.9102358	138.2555876	181.5753469	1025.847622	540.2341754	1225.722586	541.3098959	122.7679756	845.4915603	365.171835	300.6954452	247.7087832	1475.547954	84.12551696	238.7064651	1140.404759	186.3706488	330.7309544	130.7108037	415.3316067	216.7064012	745.6006337	0.9836876	1250.451997	380.4623953	2078.179493	252.9072878	1175.851373	1016.364885	158.6272975	374.3663456	8391.698617	9434.176588	2392.944498	1427.372701	5870.534262	2229.962834	1602.120383	2128.350146	972.7934516	749.764343	123.2205148	200.4853201	2424.268066	27.24835107	972.7107542	250.1234739	2090.982656	454.6936043	69.49893027	416.784481	90.7936307	707.8141123	48.2241602	137.9930767	1941.597768	460.8450689	398.1345703	293.5761081	128.3382402	1120.788249	10089.1927	2483.532567	1805.940931	10737.65212	7181.570308	107.1837	1679.482037	11235.69456	2441.393957	2321.286194	269.9403289	3337.93302	2162.725005	2743.633042	1481.810966	15600.14913	15109.74832	3173.076767	2404.881964	1470.490349	185.0378703	1609.417969	120.8759514	1712.462036	381.7568563	420.8115068	1.843075012	491.3620887	369.2836929	188.0400345	584.6890911	467.3490278	505.2704005	1757.927284	233.7022688	87.42290628	89.08412852	293.4250586	1909.073443	94.59923532	78.74333318	266.7795286	39.09202739	304.8004634	51.99637507	444.1464143	1318.925447	413.8397792	1434.416527	306.3625203	437.5960976	2268.153698	272.228017	104.0612638	815.8208186	801.2108755	636.0655903	13523.17481	23115.6024	1827.655382	113.5958656	1586.47568	664.9406403	101.6592899
SRI	514.1212074	570.2196826	45.76336776	1038.204125	126.2150551	418.4873058	274.7596512	423.893081	357.3561879	100.5854251	202.4621653	1015.443602	126.7305952	109.5404848	941.9291695	488.2580725	100.3438319	77.53651291	67.8730617	1034.733128	373.023453	770.655394	506.8700278	346.753157	83.36820541	2441.27045	282.9538889	163.3555896	118.22117	330.0887919	3192.447213	437.9726896	0.007236178	609.8586931	309.1320364	489.0179695	341.4886283	158.5050404	154.5487026	512.8711161	238.3282545	330.1917406	0.451570226	343.3869867	43670.40106	349.4788054	1.300445588	170.1060849	423.7708098	497.0379011	412.3321308	483.5540708	243.7998371	52.39178997	600.5003044	9754.047685	3901.922154	727.9247829	3051.187007	745.7785335	803.0690246	188.7587125	148.6971478	148.8303905	574.9303695	525.1840112	534.3199036	153.0595504	172.8911387	405.1330461	22.91096119	2914.128359	686.938685	131.1279718	195.1826669	105.5506742	460.8787862	96.00145727	163.6997265	548.913621	719.3769095	310.7431847	6120.200154	906.3182032	120.034621	139.3407984	480.2529171	292.4328384	301.8974598	198.8647485	126.031497	827.5275714	117.8316078	366.4637428	53.72261506	93.71215018	251.8492878	3.473208617	818.2287161	480.0875085	20276.96726	524.0136229	482.2152094	1248.429374	709.5588547	3759.246075	9027.624023	14828.10844	4936.110001	14629.07754	883.8230754	19770.84511	7215.769557	4221.199911	490.017272	49.66827569	165.6392265	918.3450879	1189.42411	361.4664386	215.0342603	496.4861956	1677.918759	430.3114902	2268.369928	4107.532514	800.8476184	169.5508475	322.0868066	336.9547968	896.0773489	203.0576519	191.6208143	278.6068786	179.3529911
ST3GAL6	14774.49286	5912.895193	2886.816559	5875.104224	15822.76051	3352.780638	2931.417155	8760.62729	4465.764847	744.3402948	12966.59419	4121.224586	7086.043664	4307.428877	3193.101395	2589.891277	3691.713014	3236.980255	29099.69013	3816.138561	8295.210809	3678.501999	35868.81318	16015.79652	17697.22295	5644.080893	8300.129612	3783.121747	1370.911058	4390.215765	9767.212232	11856.64404	13604.4762	19205.13853	18177.10721	16599.02958	4523.886097	9856.542307	3684.906889	5756.53686	4809.460754	16568.47443	4046.449317	7585.34009	4090.260718	4669.705784	6721.388968	5000.518191	8389.564748	4009.801432	4804.911089	16694.4481	4666.553726	5117.985838	17010.883	6388.169422	24370.77366	4569.015844	4211.31726	15446.34211	5171.35991	16179.76597	16667.83762	14120.7379	16983.49537	8848.61442	16006.66376	18548.57956	3389.877748	8953.207455	5169.014199	42433.48413	10981.26731	7080.2296	7858.434976	15466.96091	4755.489647	4203.729462	7878.56442	7339.195232	7563.082705	2817.029605	7455.534137	5623.957825	4250.024875	7861.655334	6146.795999	4212.487033	8421.361439	5537.501273	3299.09782	18391.69696	17038.75591	17331.73352	6294.252284	18158.47216	11448.71104	2545.186572	1271.498311	11546.79137	2793.632882	19393.64728	4138.091068	13223.20541	25485.90617	13947.32771	4209.70823	7727.714074	4400.9408	5273.611981	6202.267997	15383.72897	5685.804149	3824.842563	2594.443567	880.0186314	31520.29376	2984.99289	4018.230614	10460.78429	16806.26643	11406.28939	1968.100067	6593.217047	13721.77885	6367.805742	8059.099612	7910.495006	2973.711267	2105.20332	16226.21838	6519.867499	26200.98574	13574.41891	2014.890986
STAT3	703.4128401	8304.334319	18010.16427	14031.10529	5629.659146	20097.27976	18896.09588	21948.36131	15337.18964	5575.34007	16121.19077	18141.93525	22443.55791	6845.089644	11522.02889	15424.31212	50.63574906	105543.0401	1687.62155	19287.36903	10191.24156	16024.07102	1383.196849	145675.7487	4677.431013	8111.052066	53588.97012	1582.222338	5611.78262	86148.27749	23776.27093	225.5557423	32920.94526	5606.53378	665.5557609	16700.98277	7939.708744	16558.53699	163.6631115	19639.35407	397.6900583	248.4290723	19254.84368	19291.54703	8654.086706	24907.11858	19322.88445	21528.01454	22354.86976	57606.86871	2312.844361	1702.670161	24038.4911	21016.26199	27091.9307	4066.251601	19.80369488	12940.48429	83948.93137	11141.5479	20056.70621	2897.027853	15109.44575	421.8583733	13927.71948	18041.34279	3264.156084	4178.748336	20092.80805	6120.146618	32.812253	26915.1805	19719.63188	21133.23271	3359.940314	1108.55754	17133.69866	930.4009128	19550.57542	9723.12673	26813.18037	19332.28449	16917.24228	22412.13131	9623.887082	16586.62293	21490.74581	15002.57623	22844.27933	19267.47061	35955.06781	38.76053176	139.2524238	21887.23362	3654.824079	220687.8977	20080.60645	16708.78095	33262.74636	18305.95222	4130.584615	140.607772	17777.50412	18331.41676	14815.71889	19897.60336	12573.2403	19330.99169	1890.342557	15757.81225	17692.15688	19868.3097	29649.6419	24193.11557	16610.23046	871.3946437	1016.651854	19920.03732	243016.0409	15484.45548	102.7952145	2190.88135	105.0472039	331.2223058	241.7951924	4163.418131	37558.1622	2683.1252	6722.400215	1534.125848	134.9180337	7783.503716	47733.51411	36668.48093	9057.869445
STXBP5	630272.9146	86756.04049	632343.2489	163211.8079	224159.9852	192974.6974	48150.23804	87720.35499	108828.1218	73659.66931	1296080.054	347497.3427	1238865.563	315042.7928	379763.0563	960380.7961	617699.2999	318104.3533	381042.3405	267560.3737	311298.9683	27499.57153	115279.0695	288114.3116	776338.1128	244728.0716	457110.5561	396345.0162	213815.6029	502739.183	207153.3233	291220.9058	311558.7221	220848.7223	610009.5697	566403.6709	215153.3011	360969.6334	272413.1554	226095.9227	423452.4291	523079.2009	147910.6942	141887.673	70945.02506	242259.4857	142365.1004	131340.8708	116559.24	362511.0233	346790.1197	323463.4192	229635.579	319772.8172	149484.224	531128.095	371682.7686	165520.9127	261994.0641	385589.6175	197542.4387	97323.20495	249631.5817	377741.0951	274738.2222	856011.4686	357537.5372	545267.6654	143153.6351	165553.2515	188819.3667	196152.4446	111488.5101	188110.9428	144739.416	150786.4662	166039.597	104633.9257	394865.1477	70553.47882	228585.1093	180711.8341	105638.8569	104241.1363	142795.9464	138178.2375	279587.183	219992.7753	127338.9184	127712.915	316642.0254	251196.7756	173977.0691	406446.0466	120127.6282	209680.6739	265636.2202	338108.9546	73756.48077	408043.0036	228161.4769	181383.6159	183705.0754	222342.5208	247960.405	131555.2438	99802.63529	94374.26088	138081.9272	117644.7251	155082.3353	113535.9477	111706.733	75336.38463	112289.2249	141539.0789	634513.6083	106091.5598	203442.3124	876565.2493	491793.6733	132341.9668	183185.9017	578811.9331	1823847.609	90068.46163	992273.5623	174047.6718	76122.58376	99492.18379	327020.8102	296186.2517	883363.4346	280625.9328	180857.5099
SULF2	8522.232171	4611.993038	3352.899814	9532.187932	35.72454334	212.4249491	265.9005733	9821.644371	535.8865739	6193.749498	21320.96032	4600.05138	59.00730939	3559.049616	12337.84007	12526.74407	3237.959039	8804.682832	248.3236912	2276.728918	10923.0762	12980.49473	4254.514517	28692.58102	7895.430302	97.0882558	5355.113324	10182.46835	15048.91109	193.7006022	10219.97991	5875.425131	4704.529497	7351.260395	4740.963103	9299.302856	2903.884667	5058.028988	6300.424936	16218.88554	3009.894491	2972.162004	8704.17212	198.7949036	3705.890144	5454.298303	0.739920724	12716.69553	69.01222034	172.4348379	3746.594693	27422.60281	7337.52689	3842.401043	5841.960912	5259.674776	8594.262753	7097.633871	9260.692855	3905.481578	4895.314929	125.7426072	6699.805786	2979.20652	4437.488976	18768.48149	17513.89055	13788.19044	223.3176975	3176.034943	17034.0924	2459.6793	1076.737898	488.6755002	165.0261653	210.8312866	27481.82152	240.1666098	2996.158603	121.2895641	13957.03499	206.0348079	31.25670477	409.5440909	3513.925624	4615.187514	559.0415963	3382.066988	54174.5581	9013.001591	15949.98902	8712.166436	6914.280706	10709.06727	117.2836763	6387.664568	4270.925153	3594.823293	26924.92265	1800.775689	5444.879176	10790.39487	5891.488437	10359.05946	11670.28586	73.81406435	737.0344919	153.2293314	4249.742757	327.2528661	187.4435881	3916.552983	110.1739804	14.91066595	552.5226792	10414.63581	7124.381612	21255.55295	209.0572031	17119.63924	13374.6999	11980.73361	17357.97174	5536.861426	6076.120938	8075.943152	3245.096668	6771.961285	88.95664067	213.8326328	3129.459347	3483.114418	11473.04961	1980.774237	20784.3003
SUMO4	0.542255512	77.42448488	5635.037946	4692.974741	7435.526676	3967.679012	1397.83438	3471.132088	4352.039514	56387.73371	12984.68441	9094.681755	3284.002568	4648.195392	41447.13128	5858.658489	2893.202263	14367.83125	563.34944	9229.324854	2209.295269	7217.756312	22806.96303	2373.211363	4286.395184	2668.86597	8846.454871	7517.500847	52723.98916	42677.10341	3218.623051	6285.679294	5399.793159	1904.384122	2627.477437	24797.20161	5946.187785	1326.663379	1683.386235	17943.96387	5478.696536	14987.52667	31699.30919	6795.717947	29477.53384	17762.72643	3929.433333	4178.188975	5820.154276	46257.89801	316.4546382	1768.74334	11768.65273	4242.499017	25528.65731	13194.1038	3501.9341	4326.054694	2236.998494	3609.822264	3336.847803	3368.418948	5950.726019	478.6800242	8991.309496	9312.348148	1180.69443	68.00347165	24157.95126	2950.004827	897.9918605	25027.70164	3142.885112	5046.305033	4604.332387	7392.541746	95833.04174	4428.680056	30626.99878	15715.67568	730.3235317	560.0164603	4336.84495	3113.881354	6984.724031	21122.69286	31777.04033	13097.1974	14365.26434	7635.358333	45265.15236	5404.40958	3664.01283	4433.752367	2748.261844	3372.529459	2492.63523	6751.070315	7947.794472	267.5608648	17013.75259	2853.477002	15046.2539	3959.222992	16894.44211	11651.81403	24462.02624	7567.973806	2949.651407	8500.459593	3689.900223	22549.95775	14638.51422	3432.331614	3025.030053	9725.76704	166.6087838	19656.98777	2265.795656	2070.008649	7552.975543	32215.57847	18319.84682	3499.914613	12596.97238	4118.760978	6316.081273	5227.727986	4390.831573	2253.614413	1355.889581	4938.715063	3309.40995	4840.453554	4935.324636
