sampleID	P167_261-Asymptomatic-0-216-0-lipid	P168_262-Asymptomatic-0-217-0-lipid	P166_260-Asymptomatic-0-215-0-lipid	P175_269-Asymptomatic-0-224-0-lipid	P164_258-Asymptomatic-0-213-0-lipid	P161_255-Asymptomatic-0-210-0-lipid	P162_256-Asymptomatic-0-211-0-lipid	P169_263-Asymptomatic-0-218-0-lipid	P170_264-Asymptomatic-0-219-0-lipid	P060_147-Mild-0-133-0-lipid	P047_142-Mild-0-132-0-lipid	P040_145-Mild-0-131-0-lipid	P033_150-Mild-0-130-0-lipid	P088_144-Severe-0-136-0-lipid	P066_153-Mild-0-135-0-lipid	P061_149-Mild-0-134-0-lipid	P005_164-Asymptomatic-0-139-0-lipid	P001_158-Asymptomatic-0-138-0-lipid	P109_034-Severe-1-24-0-lipid	P119_036-Severe-1-26-1-lipid	P073_029-Death-1-27-1-lipid	P080_027-Death-0-21-1-lipid	P094_031-Severe-0-23-0-lipid	P076_025-Death-0-28-1-lipid	P057_188-Mild-0-163-0-lipid	P178_272-Asymptomatic-0-227-0-lipid	P027_148-Mild-0-120-0-lipid	P029_099-Mild-0-121-0-lipid	P039_140-Mild-0-122-0-lipid	P063_154-Mild-0-123-0-lipid	P081_139-Death-6-124-6-lipid	P118_138-Severe-3-126-3-lipid	P004_146-Mild-0-127-0-lipid	P016_143-Mild-0-128-0-lipid	P031_151-Mild-0-129-0-lipid	P050_069-Mild-0-59-0-lipid	P014_121-Mild-0-58-0-lipid	P097_063-Severe-1-57-1-lipid	P104_055-Severe-0-51-1-lipid	P018_065-Mild-0-53-0-lipid	P084_052-Critical-1-52-1-lipid	P150_244-Asymptomatic-0-199-0-lipid	P149_243-Asymptomatic-0-198-0-lipid	P146_240-Asymptomatic-0-195-0-lipid	P145_239-Asymptomatic-0-194-0-lipid	P147_241-Asymptomatic-0-196-0-lipid	P141_235-Asymptomatic-0-190-0-lipid	P144_238-Asymptomatic-0-193-0-lipid	P143_237-Asymptomatic-0-192-0-lipid	P070_102-Mild-0-115-0-lipid	P115_024-Severe-1-114-0-lipid	P086_136-Critical-2-116-2-lipid	P013_129-Mild-0-110-0-lipid	P074_075-Death-4-69-4-lipid	P156_250-Asymptomatic-0-205-0-lipid	P102_087-Severe-3-80-2-lipid	P095_092-Severe-2-84-2-lipid	P194_288-Asymptomatic-0-240-0-lipid	P108_120-Severe-3-100-2-lipid	P090_125-Severe-3-105-2-lipid	P096_040-Severe-0-38-1-lipid	P025_041-Mild-0-32-0-lipid	P117_026-Severe-1-31-0-lipid	P111_035-Severe-1-30-1-lipid	P093_039-Severe-1-37-1-lipid	P067_067-Mild-0-60-0-lipid	P082_071-Death-5-63-5-lipid	P020_072-Mild-0-64-0-lipid	P130_224-Asymptomatic-0-179-0-lipid	P129_223-Asymptomatic-0-178-0-lipid	P127_221-Asymptomatic-0-176-0-lipid	P126_220-Asymptomatic-0-175-0-lipid	P125_219-Asymptomatic-0-174-0-lipid	P124_218-Asymptomatic-0-173-0-lipid	P123_217-Asymptomatic-0-172-0-lipid	P122_216-Asymptomatic-0-171-0-lipid	P087_214-Critical-7-170-7-lipid	P154_248-Asymptomatic-0-203-0-lipid	P134_228-Asymptomatic-0-183-0-lipid	P131_225-Asymptomatic-0-180-0-lipid	P049_006-Mild-0-2-0-lipid	P072_007-Death-2-6-1-lipid	P139_233-Asymptomatic-0-188-0-lipid	P140_234-Asymptomatic-0-189-0-lipid	P153_247-Asymptomatic-0-202-0-lipid	P136_230-Asymptomatic-0-185-0-lipid	P180_274-Asymptomatic-0-229-0-lipid	P179_273-Asymptomatic-0-228-0-lipid	P085_213-Critical-6-164-6-lipid	P177_271-Asymptomatic-0-226-0-lipid	P098_108-Severe-2-92-0-lipid	P062_068-Mild-0-95-0-lipid	P010_168-Mild-0-162-0-lipid	P112_113-Severe-2-96-0-lipid	P171_265-Asymptomatic-0-220-0-lipid	P092_020-Severe-0-17-0-lipid	P091_021-Severe-0-16-0-lipid	P099_019-Severe-0-18-0-lipid	P077_107-Death-5-89-5-lipid	P113_199-Severe-2-151-0-lipid	P071_202-Mild-0-153-0-lipid	P003_200-Mild-0-152-0-lipid	P107_204-Severe-2-154-2-lipid	P045_171-Mild-0-159-0-lipid	P034_178-Mild-0-158-0-lipid	P189_283-Asymptomatic-0-238-0-lipid	P190_284-Asymptomatic-0-239-0-lipid	P185_279-Asymptomatic-0-234-0-lipid	P186_280-Asymptomatic-0-235-0-lipid	P187_281-Asymptomatic-0-236-0-lipid	P188_282-Asymptomatic-0-237-0-lipid	P181_275-Asymptomatic-0-230-0-lipid	P182_276-Asymptomatic-0-231-0-lipid	P183_277-Asymptomatic-0-232-0-lipid	P184_278-Asymptomatic-0-233-0-lipid	P075_053-Death-3-48-3-lipid	P105_047-Severe-1-46-1-lipid	P078_030-Death-2-42-0-lipid	P079_045-Death-0-43-0-lipid	P028_004-Mild-0-1-0-lipid	P042_167-Mild-0-146-0-lipid	P051_160-Mild-0-147-0-lipid	P056_176-Mild-0-144-0-lipid	P032_170-Mild-0-145-0-lipid	P030_141-Mild-0-142-0-lipid	P055_174-Mild-0-143-0-lipid	P015_163-Mild-0-140-0-lipid	P026_169-Mild-0-141-0-lipid	P160_254-Asymptomatic-0-209-0-lipid	P159_253-Asymptomatic-0-208-0-lipid	P083_083-Death-3-75-3-lipid	P110_079-Severe-0-73-0-lipid	P103_080-Severe-0-72-1-lipid	P100_093-Severe-0-79-1-lipid	P019_095-Mild-0-78-0-lipid
4.49_808.513412409677	31109.49354	22399.65951	70012.63561	209370.7631	14358.97411	6162.529606	35987.19413	77699.10202	46471.27398	51405.09387	42213.91993	10095.21433	40672.1669	21938.70934	47918.32687	49280.89671	55252.88554	20085.89967	99196.91042	28896.0314	33536.14347	21365.67661	432930.3322	278750.0574	67360.38803	69916.43117	65628.34467	32105.72597	14211.21565	14204.98561	41470.63395	67324.36261	54766.22401	23711.19203	19856.0063	53704.50106	10796.02093	36256.71081	10064.58789	35910.43767	24215.05738	28172.45553	125314.0426	34891.42287	1576364.83	76068.34066	25651.68908	10914.58633	29511.13525	70596.72125	39613.28429	43234.62337	91749.97835	43402.27724	37902.13931	314543.1155	36428.78706	24063.52975	75083.22515	65844.3381	179064.4843	9909.281983	125796.3343	94001.30914	13501.33081	40521.73402	1125463.557	158242.8456	16704.86884	14619.0426	24480.52173	3084.217608	12040.14221	45244.23065	40100.06204	7627.351799	73057.69745	9258.234007	54524.70837	25294.72962	44595.86567	69214.54642	224390.0204	60254.77475	39791.8778	33785.28451	118406.2246	125464.6486	96704.26845	33080.53882	62081.40779	146340.3545	27854.51974	616004.414	31312.50384	351906.5409	72892.36163	68712.80239	87564.13952	5590.022563	344263.4866	9741.450067	25329.99634	54044.52408	42634.18003	184524.1165	117144.4924	164015.7929	153002.7436	86401.96445	66854.58079	95296.85737	53162.96138	101224.911	77345.91368	15038.4822	26210.4428	193689.3398	317165.631	39638.33672	55771.94751	16617.24689	36903.4363	34306.69748	131324.6132	67959.16609	42321.42871	39386.60497	165646.8763	21779.18341	20404.74652	10999.52525	381295.136	151191.7403	12201.1282
4.51_860.609274740854	9384423.147	9303531.063	12373295.63	6318432.035	7298530.914	8612259.826	6608922.281	7286868.426	15361179.36	9792375.932	12309364.14	9521596.4	9931905.011	6172351.187	7117799.336	7494502.1	10026150.04	10922601.72	6451476.926	11389318.54	8460667.472	10748534.38	6491127.792	9456742.14	8956363.434	7434234.306	6466078.103	8247347.278	8314803.448	9384415.673	18419801.73	13651389.21	8700080.136	9144972.665	9225723.151	16082458.04	9412481.575	6715561.275	5720993.789	11203907.6	7381896.592	7537189.42	8773379.839	11629675.13	11196129.69	7392838.089	12323204.63	9377099.139	11497479.32	9515588.1	11242931.55	9228336.239	5430361.708	9438386.706	8839269.41	7955247.994	6450420.382	10527845.6	6498034.655	7318091.37	8197885.287	13503576.78	15464435.85	9394137.77	10062889.59	9659385.064	9889622.48	10604716.56	6480346.76	6432578.619	8875936.025	8275151.599	6360588.193	9450160.017	10016712.66	9992747.29	11321315.54	6787374.323	9180798.349	6282604.199	9939938.147	16385014.89	10543338.21	9202304.575	9502025.014	9780994.231	8620066.162	9086622.111	10197200.91	10517580.67	10542620.31	6050212.42	8760970.882	2471107.739	5037747.391	8618236.962	9174467.283	7707445.031	6905434.342	9371681.461	7257778.064	8356051.735	10414456.22	9881080.122	10043319.75	11360572.66	9100662.081	9146239.848	7937443.665	8575416.725	5708370.428	9601849.686	8246820.51	8115498.417	7185763.824	9817567.778	6154273.222	9672212.656	12151753.18	12486823.05	12379670.5	8552847.905	10093923.36	8261519.204	7228557.241	7219008.983	11734400.19	11504860.89	9824900.115	7060026.194	11779172.53	9259650.221	6898678.738	4667184.471	4873641.263
4.52_748.513412948171	832477.9149	2339207.311	2353164.712	1036664.603	894978.377	965330.3224	2514707.965	1741940.613	462659.937	1301367.279	4666124.35	1777379.923	2136398.259	1740284.369	1522225.286	1567901.407	4488651.004	1236174.041	2414259.455	4408574.493	2095727.318	2360229.927	10317858.23	2632970.237	925366.2216	1843842.67	2482689.565	1186908.068	2396394.259	2958429.484	652981.9523	1003305.008	1177320.364	829180.7633	692469.3946	1043422.749	926079.854	1340102.669	2042725.709	974986.3412	2943095.498	1491514.539	797096.9812	1338452.978	1028893.799	826923.788	691538.722	1335874.145	800932.5338	3650498.327	2280978.462	711876.4359	1311924.328	1363730.367	3312800.948	3326837.743	1935049.311	954201.1498	1650314.06	982629.6973	3806352.533	872187.1892	3485981.688	1654764.297	2666638.959	857570.5702	3469843.618	2042938.317	797394.5293	1170099.929	1217339.202	771223.6829	1097857.87	1282208.071	3136879.882	981763.2037	577806.2039	3382319.033	1966234.533	2734283.621	600769.1156	1204804.496	881819.1091	1532725.955	1580440.282	1107116.161	984909.2601	3079355.582	2933109.899	1750534.051	942763.0332	4474262.368	2944665.961	5647770.439	693422.5962	4360881.95	4294297.995	1481054.15	1392055.546	769502.3434	2728381.959	1464421.073	5255570.875	620860.2695	743726.16	1212492.519	2399614.218	1421764.376	2610308.766	2417878.466	1350386.755	2984262.014	1992432.129	1308713.613	675367.5005	687893.4181	1852175.071	1413800.969	766989.9275	3673684.688	413231.7502	884356.0949	1854172.553	892599.6709	773869.998	3169700.579	878007.8232	975100.8638	1246464.703	1315411.535	688992.5473	834179.9007	2786722.053	2007629.96	2700591.423
4.53_769.502511593272	652410.1902	84333.66353	443937.023	1501334.087	596724.9508	818523.4922	326365.5283	982542.7945	482273.1095	76888.081	87971.88893	206273.2444	66777.19082	393270.7685	34547.15526	91564.66521	64196.58446	54072.551	164606.8014	272160.1444	24751.61088	119384.754	181700.8626	232818.3965	22587.07315	707357.2738	128463.8839	174420.5617	26780.51681	164794.948	15967.42171	52589.69721	260833.9363	78143.86845	11778.29583	29212.29789	242755.7786	85722.48438	189766.218	352896.9671	163675.747	758127.0125	250762.7366	317484.8996	324766.1673	414479.7997	305663.8349	388770.6809	404241.3877	257125.7265	121470.2392	17147.45598	154580.2553	140057.7221	512928.8629	160081.891	479954.5553	142796.4236	195170.8815	112627.0865	201918.2774	9370.4911	245151.6501	334731.2022	37664.83264	171626.9008	111191.7556	428855.7227	66576.57301	79264.19615	102300.018	10260.30604	121669.9693	15646.79796	93721.40786	38336.77511	10061.53657	540573.6758	236320.3617	158036.1967	93600.52998	105356.0904	285154.6708	280330.6011	546483.7767	133861.5994	308472.3293	408554.9405	79223.68934	421517.2655	7734.810403	155769.3136	90908.95087	315260.3455	757831.7444	173475.6132	187831.6165	201709.0498	18245.77144	79743.39977	223703.9505	100857.233	218656.79	52449.94479	100600.2497	215235.8911	207881.7778	39242.4142	243505.7623	260411.8809	98848.98185	112412.8807	184955.0517	14133.46091	221367.3846	18532.48757	846007.4599	154802.4506	8917.227107	616763.6771	34264.84443	273344.466	96473.83978	392895.3903	13668.63096	248656.6815	54204.56089	31505.12974	564871.1819	335128.1926	72086.02431	177848.2297	385371.4929	104920.6094	77663.99939
4.54_867.53930810061	914392.6556	744678.6293	716670.9888	504077.8603	690809.4321	352913.5281	1026685.637	583340.6497	845972.9506	970860.2806	644697.6073	715390.7203	890275.688	1045442.529	1243703.195	791452.4475	529233.663	445986.7353	446413.5612	854325.8062	296186.6114	422567.7804	518355.1196	74373.86379	1020494.003	408343.1948	703259.2411	914887.1868	607022.2162	575900.1054	205573.6648	273486.51	1055419.327	569489.4985	629475.1875	279647.8666	654765.1863	825235.5079	516638.9498	785711.0947	586312.1497	299462.1065	386463.6934	564665.4517	1036612.904	532373.7668	808424.9653	381164.5968	634351.4924	1353100.592	863386.4372	1014791.92	558702.8454	26477.03732	753161.0103	511848.7916	503591.2543	342398.1236	832040.3465	952733.0043	849214.3492	651804.4613	683419.1499	1638151.574	845419.616	521966.9699	62000.24637	566567.8367	646278.5053	509850.3613	729263.3794	960774.1116	841740.3112	546962.8076	785825.0588	536759.3983	515916.1257	550458.1854	591783.2817	846084.3023	965369.3684	240219.5996	598917.0604	702106.8396	426151.0483	833592.9403	677504.5405	407819.2857	477364.7349	644721.423	274394.2162	1049869.822	561744.593	663849.0337	410161.4266	672618.6132	1206227.075	916293.4254	250362.0355	776049.9098	357807.172	459291.3793	617346.1779	970142.334	881762.2701	467363.2814	580614.2352	563846.5238	564810.126	781821.5553	784408.1655	1520356.254	916466.5177	727148.1339	1355432.092	164989.7295	545955.1889	319051.3985	109784.1938	790013.6136	370651.6355	766614.8011	898671.5868	381260.576	391959.5016	922963.8425	625724.1284	1117511.225	426193.0079	809151.0583	19904.47865	474203.077	363285.1383	381264.4886	411017.6304
4.54_876.559509713415	38543150.66	45535850.41	55594486.48	37861274.37	32835608.92	41705360.01	35867212.09	41813171.8	36929388.02	34847100.54	90615728.9	56658251.7	37579932.23	38689674.37	50247633.52	40090350.06	67801335.21	60762274.82	86996078.85	45480677.69	71766498.99	41573866.32	106680993.8	63169531.8	23840185	57513547.19	32483326.03	40198266.66	33890078.99	52096271.06	32782808.08	39951614.39	41733388.67	35359152.72	25235101.64	30736924.82	53098554.56	32950076.34	64834981.56	27113119.79	42186177.88	67701687	28248960.24	34179666.91	31017074.21	32682546.63	47789936.99	30122996.49	29304861.12	42107536.98	30528580.15	42725218.81	35665285.62	24853766.72	40014024.48	43579886.01	24626763.01	57952231.78	25413322.39	15994824.55	47570443.37	10647744.97	47895228.57	46627503.28	45826182.02	32136248.66	36665670.02	84584311.57	26628472.47	22379671.89	37936060.27	25282949.43	27555693.75	28110410.34	47949027.69	22899950.5	49414577.4	66919908.36	46955820.29	43513131.21	39681471.99	41851173.41	25893588.1	31530070.23	48482150.99	31431535.48	26176489.55	76456412.9	43187744.21	66128918.57	31164370.88	51427292.91	44888594.88	61028577.6	26145923.59	92709269.5	87665361.38	39213894.12	37022412.91	27934837.72	35553949.15	45643377.22	63275702.54	27420460.5	30931924.72	22322988.96	36172360.32	32783282.37	58625767.12	31189670.12	26803673.9	29119334.27	40469004.16	33095862.79	23112019.63	38295872.46	31952617.32	14379986.8	19719109.72	81103440.42	30694511.98	35350715.53	39068086.88	33250585.54	23284424.52	53475417.97	17418421.8	23355336.21	32105826.13	48913965.1	29490894.55	42847791.84	61406205.59	27386377.85	63486197.45
4.55_786.529069027439	251438.6301	351581.0618	355641.7792	335345.1699	297274.4274	257067.4159	340145.3193	396034.5267	164493.6316	346272.0773	625450.5814	433577.8647	848093.1814	533360.1638	252773.0365	327724.279	310295.5722	267190.5752	550688.6007	1131781.887	858236.1024	665619.5935	1446067.273	633240.8864	403585.5378	386874.148	437448.2992	151772.0443	669362.5165	454633.2108	52440.27004	79079.30013	326854.9964	410874.6042	333788.1678	441954.6129	356492.7943	239199.3617	194463.6224	261479.7458	543616.2587	208832.1797	206889.7721	302565.1559	308258.7156	261521.689	219935.9854	351076.4226	221481.957	353260.6823	272842.555	236244.4282	404174.7772	487677.3659	460008.0701	449583.1727	429013.6496	248396.4673	279590.9598	236915.4319	296715.4595	460452.5679	737368.293	368423.5072	403241.9477	384709.6234	846386.3452	135746.5762	93225.26834	510081.7627	177801.6982	256258.9429	355202.4919	149559.5386	360349.341	298902.3402	179246.1571	338204.9674	409923.2828	616927.7289	138628.3988	103538.3601	145221.6275	307533.1209	574210.2637	195145.3889	304441.7436	326274.977	462744.8497	327929.261	308812.7525	638821.3286	348206.3803	893581.8256	469449.8182	500739.1087	577887.1318	475195.5926	349911.4233	141633.8367	453629.1767	198394.3075	563504.3577	138658.6037	195477.2678	278488.4165	233872.7298	252154.4422	357938.1665	539471.967	375924.8541	810849.3636	545499.589	397073.0571	342031.4532	219456.1866	357026.5043	259454.6927	414862.464	259231.8668	85805.18768	190160.6331	387290.0386	346417.0673	332281.4839	441588.4179	311187.2754	260939.8807	252975.8926	362145.5336	248591.9273	185768.9616	269215.1291	378587.0877	324886.3456
4.55_859.535011112805	22502551.15	22911512.5	31342611.74	34143283.76	24776288.58	21614363.41	23503494.19	30812807.9	31673609.23	21567391.34	15327785.89	37266304.85	20412689.47	28951468.86	14481693.06	21966121.97	19097833.46	9855280.314	35843611.62	24357317.51	78051788.74	28596310.74	13039435.43	98232024.59	23022627.89	30529324.34	12652687.22	38653732.9	21470894.42	10894803.42	9851955.461	17024020.96	30024487.21	15225468.18	27352196.53	41097630.19	24855859.45	30465140.92	25987164.68	23313805.96	25170767.99	18495673.24	36322017.5	25038846.87	33065261.18	37186109.02	31405635.36	19735680.47	26816647.83	24859995.59	15422467.12	18953745.17	23182483.47	33421586.68	16054332.99	18238271.24	16967725.02	34216184.94	17432230.92	20283662.61	14835166	8905485.812	15890245.64	55751195.83	20557413.82	25503516.08	30629768.26	22522109.6	12346457.47	32374506.41	22318904.99	16300579.44	19362791.54	17978093	18698676.83	15809705.6	56862015.52	27635141.86	21619105.13	16068320.57	25785078.13	14907898.47	23723832.42	25831970.65	23347888.74	26382519.35	31865227.98	27418208.61	29466410.92	22184732.28	25939995.03	39563965.69	10864859.87	23201256.26	29634719.34	25714590.75	21704455.17	25318558.04	48143691.82	19213230.89	16203774.26	17897486.44	19530839.45	11531525	34107096.07	19787002.38	21380760.11	14417516.61	19412567.91	16433584.08	23879582	22896451.06	19518065.71	18467781.03	24116003.76	18289855.77	24050614.24	11474245.72	16748682.76	23496344.52	22320450.86	16843450.28	15241835.42	32105913.87	13836913.53	21592611.8	17546306.59	20928976.93	27651156.36	30702802.92	21546688.1	25536253.85	20196996.57	16138426.82	23146278.31
4.58_798.529891512195	9883114.133	14509346.5	10643649.98	14325603.52	10151095.49	13267284.75	10265912.95	9011009.968	10601312.79	10147213.57	24351779.09	14643077.14	10351308.92	17518443.69	13446877.86	11719507.54	17463001.97	9752970.82	13989120.81	17467403.35	12357760.17	6568062.907	29196058.71	6179076.414	8598960.361	12211667.69	20869940.65	13496892.43	28347092.63	22794636.53	2994627.667	15624940.67	10518734.64	10195393.88	7297338.887	6565532.706	14014187.62	6525916.021	19104790.62	8025433.825	14775276	14181469.79	6239975.636	11018563.35	8286471.179	5820669.561	7294121.861	11026879.3	9278186.299	15115543.35	21702553.88	5744306.352	9783845.315	2611898.818	17137907.37	21638477.42	19316255.92	11087939.56	14589193.68	15326869.49	19887270.05	5455328.345	32904787.36	6914088.313	10749122.88	8583340.845	9655722.016	15312934.9	9194480.102	9152753.381	7509322.671	7063946.768	9986372.453	9369433.08	19343390.46	9169588.943	4437918.506	13481235.57	16995609.54	14533891.38	4752708.137	4500525.192	6334317.285	7813168.194	12415314.57	3267952.185	10891667.82	17404702.53	4676484.019	13312481.43	7903414.89	13228537.01	14754457.7	23351700.1	11541967.57	21517111.51	14552550.15	17879159.24	4286306.597	6513275.683	14125338.36	9652189.196	21290790.59	5662821.875	4962572.313	9985712.225	16933730.62	7341246.07	16655669.13	24955252.76	14151903.55	23784373.16	18680551.17	19765215	10030519.16	2233892.251	18841560.29	3241438.161	4660266.995	16186893.2	4439314.609	12060693.54	12894220.82	12359971.87	9314632.914	25508533.82	5930647.236	7208938.668	10750019.1	12487077.35	4359998.426	8856836.792	13106703.74	11925084.35	15626274.02
4.62_766.53925270122	129125.3353	231225.8258	103134.0038	147467.2475	124899.9661	131969.2362	156055.1789	149273.9379	138456.1478	142814.7374	268014.5061	159215.0453	170073.7312	416447.48	348159.074	147121.6414	170534.4549	298497.1328	339943.1959	238270.1633	1212924.166	7429247.57	372792.3516	400211.9453	196442.2321	330156.5387	518749.8027	248970.5984	469073.7024	303737.2023	873057.9144	240708.9461	344992.7538	391454.1281	221675.115	154722.7468	143575.3475	125037.0217	301150.2373	144848.2653	253982.4563	232497.3163	169194.6137	162509.9117	144457.5149	77045.84934	170245.7007	225171.4267	105624.8541	504952.2214	368498.7826	2205789.506	214062.1356	1916991.812	126589.319	230446.9415	260212.5352	130314.4801	197118.0478	130172.7607	217226.7361	1697801.899	685712.29	399649.4821	161568.009	154437.0475	963739.2268	355380.1936	119630.5109	75411.87034	123538.7018	119414.9187	87560.43555	193009.8276	124200.0537	126837.7909	237997.2509	175490.1719	213720.8222	180585.9199	174507.4577	713612.9737	53279.20184	132307.5999	191344.6608	135706.8364	183471.923	264004.8222	968486.0595	197319.0202	955612.4368	163589.8617	130154.4082	230769.2713	245074.3222	238384.3684	294143.086	744116.6244	1347925.222	129193.333	108679.8658	166145.6499	196147.6983	201281.383	153832.8551	114828.2823	127667.7776	146130.3574	151184.3756	158334.9514	144363.7941	214637.4612	176026.2797	244322.5175	220997.0927	1069414.729	152227.7241	663547.5255	1992467.128	269200.7596	225720.3578	283139.5988	183505.6658	309385.5098	177712.2364	427440.2206	184247.8494	213652.1987	151365.6729	163753.4551	632322.4723	136318.7639	250738.4948	83993.17408	147008.3475
4.63_736.492296640244	310634.3193	67730.40417	444410.6944	663065.807	385100.5017	542893.3946	348016.5659	471982.8981	281520.7804	120641.4929	125657.6172	130609.9262	138669.5135	779435.7403	58739.97488	46756.7998	57401.28318	73279.87829	246307.6648	260063.8433	283207.0138	878150.1468	153306.5778	2529480.405	106058.6391	462138.9854	174394.4307	145877.8341	76883.49914	124862.2812	31931.30583	4517.021881	369801.7031	414227.0899	115077.9878	292832.5736	176409.6208	139852.6876	89941.26665	266966.7867	288971.9532	438607.0523	1088905.95	779507.8523	402199.8064	1030951.991	428094.8727	1178359.422	538771.6856	191632.194	70667.5384	235699.8864	48501.35378	593377.2891	560433.9039	146516.8038	210568.7975	123298.7935	93841.4281	75659.56261	130994.8401	197412.9238	145553.9933	2058420.056	61051.04755	266594.6366	230343.6406	134453.7883	129649.4397	521421.8294	221125.2225	38488.07279	389712.1608	67982.08997	145494.1973	292750.0547	190806.2871	1365179.188	295772.0675	668512.815	90377.46941	79586.01865	823204.9753	623133.2361	654099.0839	428195.3402	285078.3778	211218.2574	558924.5497	532162.1815	138146.6398	263684.9091	68854.51373	618576.0912	729660.673	139462.8906	81834.71594	133414.3257	351035.4428	23323.1605	132313.7372	76269.8712	229094.185	16630.49579	118559.3354	144142.8772	113017.6839	196250.376	282068.943	279075.2139	89554.81835	495227.1177	119390.4277	28873.00813	224592.8463	194862.0754	449523.7026	39374.39747	308866.1479	179235.7461	32936.53554	152908.9938	89967.61243	461961.9712	57097.80925	163002.2835	83106.54714	38246.17025	780529.1333	718361.0236	507259.9757	156565.255	194249.1157	121494.7131	72344.96588
4.68_760.492284509146	58843.96136	91575.32362	49661.21368	70244.911	191306.2406	157217.2868	143534.4738	159403.5984	134363.6643	51183.36275	186353.6444	212177.1352	114662.7855	330503.4047	260093.6015	4070.327511	123580.0682	272281.4211	664946.5676	284321.8659	722940.5271	1552548.451	592473.7354	2396302.484	179340.4017	339740.4212	167025.1691	212617.9683	19603.23853	207444.5421	276468.413	69441.88572	142619.4946	228377.0757	223120.4394	222615.2385	93183.54013	75738.17865	388789.6306	96357.69966	297340.0955	174797.7112	264729.3468	248893.33	124416.5633	93889.11181	68258.5843	278075.4422	277706.7488	839510.8284	227105.9538	592228.3667	183255.2934	588594.4474	33142.57364	202450.708	180819.8309	247287.2029	54842.57901	50479.47543	95097.40619	468232.4532	195174.3462	175480.1966	26386.51609	147860.9959	930431.4834	293067.2384	186615.4536	182868.1754	215901.6565	120694.4139	162273.0186	36567.84179	129253.8955	175673.6904	163403.2879	174588.4325	222637.1027	279442.9347	27070.37246	601395.0715	28402.72885	184967.7396	199826.2379	115786.3425	132900.4649	418742.5476	721481.0745	415416.8144	191599.1739	156091.8186	247727.6429	210728.5682	238011.6752	807499.2972	483150.4025	458008.3538	977179.1972	45220.85912	137372.8475	67784.14312	390640.3283	118579.4195	196864.2446	136405.2889	255235.4904	75511.04604	211619.4678	29088.35688	188613.5054	253737.5026	133166.5005	171632.2118	453908.0732	416729.357	105152.8607	484468.0751	256151.4372	48696.84199	95162.86558	181802.9349	338819.1714	268861.6664	112068.4822	218571.814	109704.7647	22569.26726	103101.7266	161833.5516	344934.5578	188936.6131	313664.9587	12276.38004	297037.6213
4.69_874.560936606707	11488339.69	16048179.96	14299627.93	15409025.92	18527000.88	15860504.67	11970074.91	13130366.11	26902251.03	12958999.62	14781231	14982428.42	12171172.07	15649986.69	15316681.57	9746696.001	6644800.166	11713612.54	16797399	15860899.85	6407174.08	8852864.883	12991806.85	9665979.812	20493523.46	14612036.1	9323724.417	19062575.84	18356297.3	14394195.25	5700030.207	16264642.4	16828490.24	12128292.26	14909454.05	9806751.363	15171496.16	8589359.598	15281919.09	12109477.84	12637165.04	15678942.35	9263833.898	12923852.14	13969459.31	14991231.09	11409961.89	12916902.32	15198586.04	11497079.28	17470315.1	7829846.427	16112458.02	7163157.448	8801971.921	10996023.72	16380434.8	17905746.18	11640680.68	15722576.64	9474221.599	8769887.681	16390969.82	15977126.54	12113168.33	12742837.3	6493843.85	16155480.23	13139281.54	16619775.76	11067782.48	12286060.16	14917943.62	14332494.03	13500431.26	12474000.32	6056105.783	14217216.98	18671193.54	11974488.17	9067108.649	5730995.348	10742851.17	13943939.43	12657975.52	14484053.45	16806672.72	20006363.46	6156722.174	18708309.51	13844022.93	14811977.04	6997985.462	8723048.795	17660202.47	21290708.84	14633336.16	22932011.3	4778137.018	12242258.79	10892799.12	10790142.64	13756756.68	14683100.07	12060225.48	17251148.98	23735179.39	9199385.236	12963086.27	12770704.92	15540306.99	15379358.2	11261139.03	17932430.26	22088671.08	4580258.797	11712311.73	4145844.077	8011906.331	13749828.33	10955337.43	10279971.9	13125722.61	13076611.42	11545196.91	14443505.9	10622546.89	12037313	17482727.27	17730195.17	8863114.376	14766111.95	11114057.72	13849244.9	10180878.71
